"","ID","dialect","diaClass_hanna","place","GID","generation","informant","type","progess_lvl","PAM","PAM_add","CTR","CTR_add"
"820",403,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","mittel","PR1","FG","3",2.01,"?",0.93,"SL"
"821",404,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","alt","PRALT2","FG","3",1.83,"?",1,"SL"
"822",405,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","jung","PRJUNG2","FG","3",2.25,"?",1.24,"SL"
"832",406,"Westfälisch","südliches Niederdeutsch","Borken","102881","mittel","BOR2","FG","3",1.23,"?",0.53,NA
"833",407,"Westfälisch","südliches Niederdeutsch","Borken","102881","alt","BORALT1","FG","3",2.42,"?",2.01,NA
"834",408,"Westfälisch","südliches Niederdeutsch","Borken","102881","jung","BORJUNG1","FG","3",1.53,"?",0.61,NA
"835",409,"Westfälisch","südliches Niederdeutsch","Hagen","103064","alt","HAALT1","FG","3",1.29,"?",0.72,NA
"836",410,"Westfälisch","südliches Niederdeutsch","Hagen","103064","mittel","HA4","FG","3",1.59,"?",0.93,NA
"837",411,"Westfälisch","südliches Niederdeutsch","Hagen","103064","jung","HAJUNG1","FG","3",1.37,"?",0.3,NA
"838",412,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","alt","GTALT2","FG","3",2.2,"?",1.84,NA
"839",413,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","mittel","GT3","FG","3",1.44,"?",0.55,NA
"840",414,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","jung","GTJUNG2","FG","3",1.31,"?",0.27,NA
"841",415,"Westfälisch","südliches Niederdeutsch","Horn-Bad Meinberg","102973","alt","LIPALT1","FG","3",1.45,"?",0.65,NA
"842",416,"Westfälisch","südliches Niederdeutsch","Horn-Bad Meinberg","102973","mittel","LIP5","FG","3",1.47,"?",0.62,NA
"843",417,"Westfälisch","südliches Niederdeutsch","Horn-Bad Meinberg","102973","jung","LIPJUNG2","FG","3",0.82,"?",0.2,NA
"844",418,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","alt","OEALT2","FG","3",2.3,"?",1.87,NA
"845",419,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","mittel","OE7","FG","3",1.41,"?",0.73,NA
"846",420,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","jung","OEJUNG","FG","3",1.56,"?",0.75,NA
"847",421,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","alt","HBSALT2","FG","3",1.62,"NZ",0.9,"MG"
"848",422,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","mittel","HBS9","FG","3",1.64,"MA",0.91,"MG"
"849",423,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","jung","HBSJUNG2","FG","3",0.95,"MA",0.4,"MG"
"853",424,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","mittel","NOM3","FG","3",2.33,"RK",0.98,"CK"
"854",425,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","alt","NOMALT1","FG","3",2.23,"FH",1.4,"CK"
"855",426,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","jung","NOMJUNG","FG","3",1.79,"MA",0.85,"CK"
"859",427,"Ripuarisch","Westdeutsch","Bergisch-Gladbach","135950","alt","GLALT1","FG","3",2.2,"?",2,NA
"860",428,"Ripuarisch","Westdeutsch","Bergisch-Gladbach","135950","mittel","GL3","FG","3",1.62,"?",1.3,NA
"865",429,"Ripuarisch","Westdeutsch","Troisdorf","134279","alt","SUALT","FG","3",2.31,"?",2.1,NA
"866",430,"Ripuarisch","Westdeutsch","Troisdorf","134279","mittel","SU1","FG","3",2.11,"?",1.8,NA
"867",431,"Ripuarisch","Westdeutsch","Troisdorf","134279","jung","SUJUNG2","FG","3",1.32,"?",1.1,NA
"868",432,"Ripuarisch-Niederfränkisch","Westdeutsch","Krefeld","135092","alt","KRALT3","FG","3",2.31,"?",2,NA
"869",433,"Ripuarisch-Niederfränkisch","Westdeutsch","Krefeld","135092","mittel","KR5","FG","3",1.74,"?",1.6,NA
"871",434,"Ripuarisch-Niederfränkisch","Westdeutsch","Mönchengladbach","136187","alt","MGALT","FG","3",2.24,"?",2.1,NA
"872",435,"Ripuarisch-Niederfränkisch","Westdeutsch","Mönchengladbach","136187","mittel","MG6","FG","3",1.51,"?",1.2,NA
"886",436,"Rheinfränkisch","westliches Mitteldeutsch","Heidelberg","132828","mittel","HD7","FG","2",2.12,"?",1.47,"?"
"889",437,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","mittel","KL3","FG","3",2.19,"PL",1.61,"CK"
"890",438,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","alt","KLALT1","FG","3",1.69,"NZ",1.16,"CK"
"891",439,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","jung","KLJUNG1","FG","3",2.33,"FH",1.71,"CK"
"895",440,"Rheinfränkisch","westliches Mitteldeutsch","Reinheim","99678","alt","DAALT2","FG","3",2.91,"?",2,NA
"897",441,"Rheinfränkisch","westliches Mitteldeutsch","Reinheim","99678","jung","DAJUNG1","FG","3",1.81,"?",1.3,NA
"904",442,"Rheinfränkisch-Moselfränkisch-Zentralhessisch","westliches Mitteldeutsch","Mainz","95700","mittel","MZ7","FG","2",1.59,"?",1.2,"?"
"910",443,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","alt","FALT1","FG","3",1.97,"?",1.9,NA
"911",444,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","mittel","F1","FG","3",2.07,"?",1.8,NA
"912",445,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","jung","FJUNG1","FG","3",1.78,"?",1.1,NA
"916",446,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","mittel","HR4","FG","3",1.65,"MG",1.08,"MG"
"917",447,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","alt","HRALT2","FG","3",1.22,"RK",0.92,"CK"
"918",448,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","jung","HRJUNG1","FG","3",1.49,"PL",1.03,"CK"
"922",449,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","alt","FBALT2","FG","3",2.54,"?",2.1,NA
"923",450,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","mittel","FB1","FG","3",1.74,"?",1.3,NA
"924",451,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","jung","FBJUNG1","FG","3",2.06,"?",1.1,NA
"925",452,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","alt","BÜDALT1","FG","3",2.37,"?",2.2,NA
"926",453,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","mittel","BÜD3","FG","3",1.91,"?",1.6,NA
"927",454,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","jung","BÜDJUNG1","FG","3",1.56,"?",1,NA
"929",455,"Zentralhessisch","westliches Mitteldeutsch","Gießen","96713","mittel","GI11","FG","3",2.08,"?",1.3,NA
"930",456,"Zentralhessisch","westliches Mitteldeutsch","Gießen","96713","jung","GIJUNG","FG","3",2.14,"?",1.1,NA
"931",457,"Zentralhessisch","westliches Mitteldeutsch","Ulrichstein","94901","alt","VBALT2","FG","3",3.08,"?",2.5,NA
"933",458,"Zentralhessisch","westliches Mitteldeutsch","Ulrichstein","94901","jung","VBJUNG1","FG","3",3.01,"?",2.5,NA
"934",459,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","alt","FDALT3","FG","3",2.34,"MA",1.99,"CK"
"935",460,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","mittel","FD4","FG","3",2.1,"PL",1.97,"CK"
"936",461,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","jung","FDJUNG1","FG","3",1.42,"PL",0.94,"CK"
"943",462,"Thüringisch","östliches Mitteldeutsch","Sondershausen","141165","alt","KYFALT2","FG","3",2.56,"?",2.4,NA
"944",463,"Thüringisch","östliches Mitteldeutsch","Sondershausen","141165","mittel","KYF5","FG","3",2.08,"?",1.6,NA
"947",464,"Thüringisch-Obersächsisch","östliches Mitteldeutsch","Gera","139192","mittel","G2","FG","3",2.35,"?",1.3,NA
"952",465,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","alt","DDALT","FG","3",1.81,"MB",1.3,NA
"953",466,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","mittel","DD4","FG","3",2.08,"?",1.1,NA
"954",467,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","jung","DDJUNG2","FG","3",1.51,"?",1,NA
"956",468,"Obersächsisch","östliches Mitteldeutsch","Reichenbach","137668","mittel","Z9","FG","3",2.83,"?",2,NA
"960",469,"Nordobersächsisch","östliches Mitteldeutsch","Dessau","120091","jung","DEJUNG1","FG","2",1.66,"?",0.3,NA
"961",470,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","alt","ANALT2","FG","3",2.24,"?",1.71,"CK"
"962",471,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","mittel","AN3","FG","3",2.24,"?",1.74,"CK"
"963",472,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","jung","ANJUNG","FG","3",2.42,"?",1.58,"CK"
"970",473,"Nordbairisch","Ostoberdeutsch","Hirschau","82073","alt","AMALT1","FG","3",2.93,"?",2.6,NA
"971",474,"Nordbairisch","Ostoberdeutsch","Hirschau","82073","mittel","AM3","FG","3",2.75,"?",2.4,NA
"973",475,"Nordbairisch","Ostoberdeutsch","Weiden","73125","alt","WENALT2","FG","3",2.54,"?",2.4,NA
"974",476,"Nordbairisch","Ostoberdeutsch","Weiden","73125","mittel","WEN2","FG","3",2.41,"?",2,NA
"976",477,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Ingolstadt","89888","alt","INALT1","FG","3",2.56,"?",2.2,NA
"977",478,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Ingolstadt","89888","mittel","IN6","FG","3",2.76,"?",2.5,NA
"979",479,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Regensburg","77282","alt","RALT1","FG","3",2.6,"?",2.1,NA
"980",480,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Regensburg","77282","mittel","R3","FG","3",2.73,"?",2.4,NA
"983",481,"Mittelbairisch","Ostoberdeutsch","München","73556","mittel","M9","FG","3",2.53,"?",2.3,NA
"988",482,"Mittelbairisch","Ostoberdeutsch","Trostberg","75512","alt","TSALT1","FG","3",2.73,"MB",2.3,NA
"989",483,"Mittelbairisch","Ostoberdeutsch","Trostberg","75512","mittel","TS2","FG","3",2.92,"MB",2.1,NA
"1000",484,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","alt","KFALT3","FG","3",2.69,"?",2.5,NA
"1001",485,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","mittel","KF1","FG","3",2.2,"?",1.9,NA
"1002",486,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","jung","KFJUNG1","FG","3",1.36,"?",1,NA
"1003",487,"Schwäbisch","Westoberdeutsch","Ulm","127525","alt","ULALT1","FG","3",2.78,"?",2.4,NA
"1004",488,"Schwäbisch","Westoberdeutsch","Ulm","127525","mittel","UL1","FG","3",2.82,"?",2.3,NA
"1005",489,"Schwäbisch","Westoberdeutsch","Ulm","127525","jung","ULJUNG2","FG","3",2.3,"?",2.1,NA
"1006",490,"Schwäbisch","Westoberdeutsch","Balingen","129371","alt","BLALT1","FG","3",2.49,"?",2.4,NA
"1007",491,"Schwäbisch","Westoberdeutsch","Balingen","129371","mittel","BL2","FG","3",2.52,"?",2.2,NA
"1008",492,"Schwäbisch","Westoberdeutsch","Balingen","129371","jung","BLJUNG1","FG","3",1.37,"?",1.4,NA
"1009",493,"Schwäbisch","Westoberdeutsch","Rudersberg","131121","alt","WNALT1","FG","3",2.69,"MA",2.5,NA
"1011",494,"Schwäbisch","Westoberdeutsch","Rudersberg","131121","jung","WNJUNG1","FG","3",1.54,"MBS",1.4,NA
"1012",495,"Schwäbisch","Westoberdeutsch","Blindheim","78986","alt","DLGALT2","FG","3",2.42,"?",2.3,NA
"1013",496,"Schwäbisch","Westoberdeutsch","Blindheim","78986","mittel","DLG1","FG","3",2.49,"?",2.1,NA
"1014",497,"Schwäbisch","Westoberdeutsch","Blindheim","78986","jung","DLGJUNG2","FG","3",2.04,"?",1.6,NA
"1021",498,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","mittel","VS3","FG","3",2.11,"PL",1.53,"CK"
"1022",499,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","alt","VSALT2","FG","3",2.26,"PL",1.77,"CK"
"1023",500,"Mittelalemannisch","Westoberdeutsch","Bräunlingen","127324","jung","VSJUNG1","FG","3",2.19,"?",1.82,"CK"
"1027",501,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","mittel","TUT3","FG","3",2.23,"PL",1.82,"MG"
"1028",502,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","alt","TUTALT2","FG","3",2.32,"PL",1.65,"MG"
"1029",503,"Mittelalemannisch","Westoberdeutsch","Tuttlingen","130272","jung","TUTJUNG1","FG","3",1.58,"PL",0.83,"MG"
"1030",504,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","mittel","OG2","FG","3",2.19,"?",1.98,"CK"
"1031",505,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","alt","OGALT","FG","3",2.81,"SF",2.31,"CK"
"1032",506,"Niederalemannisch","Westoberdeutsch","Ohlsbach","128482","jung","OGJUNG2","FG","3",2.22,"TP",1.89,"CK"
"1033",507,"Nordniederdeutsch","nördliches Niederdeutsch","Alt Duvenstedt","108151","alt","RDALT","WSD","3",3.02,"?",2.7,NA
"1034",508,"Nordniederdeutsch","nördliches Niederdeutsch","Alt Duvenstedt","108151","mittel","RD5","WSD","3",2.44,"?",2.1,NA
"1036",509,"Nordniederdeutsch","nördliches Niederdeutsch","Bad Segeberg","116678","alt","SEALT2","WSD","3",2.67,"MA",2.19,"CK"
"1045",510,"Nordniederdeutsch","nördliches Niederdeutsch","Oldenburg","107826","alt","OLALT3","WSD","3",2.84,"?",2.58,NA
"1057",511,"Mecklenburgisch-Vorpommersch","nördliches Niederdeutsch","Schwerin","119248","mittel","SN2","WSD","3",2.73,"PL",2.21,"CK"
"1058",512,"Mecklenburgisch-Vorpommersch","nördliches Niederdeutsch","Schwerin","119248","alt","SNALT2","WSD","3",2.75,"CK",2.2,"CK"
"1063",513,"Mecklenburgisch-Vorpommersch","nördliches Niederdeutsch","Bergen","118712","mittel","RUEG1","WSD","3",2.01,"LV",1.8,"LV"
"1064",514,"Mecklenburgisch-Vorpommersch","nördliches Niederdeutsch","Bergen","118712","alt","RUEGALT2","WSD","3",3.09,"PL",2.8,"LV"
"1075",515,"Brandenburgisch","nördliches Niederdeutsch","Potsdam","125116","mittel","P9","WSD","3",1.26,"?",0.69,"SL"
"1076",516,"Brandenburgisch","nördliches Niederdeutsch","Potsdam","125116","alt","PALT1","WSD","3",1.35,"?",0.77,"SL"
"1077",517,"Brandenburgisch","nördliches Niederdeutsch","Potsdam","125116","jung","PJUNG1","WSD","3",1.23,"?",0.64,"SL"
"1078",518,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","mittel","PR1","WSD","3",2.33,"?",1.78,"SL"
"1079",519,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","alt","PRALT2","WSD","3",2.43,"?",1.84,"SL"
"1080",520,"Brandenburgisch","nördliches Niederdeutsch","Pritzwalk","125032","jung","PRJUNG2","WSD","3",1.78,"?",1,"SL"
"1090",521,"Westfälisch","südliches Niederdeutsch","Borken","102881","mittel","BOR2","WSD","3",2.59,"?",2.3,NA
"1091",522,"Westfälisch","südliches Niederdeutsch","Borken","102881","alt","BORALT1","WSD","3",2.77,"?",2.54,NA
"1092",523,"Westfälisch","südliches Niederdeutsch","Borken","102881","jung","BORJUNG1","WSD","3",1.43,"?",0.87,NA
"1093",524,"Westfälisch","südliches Niederdeutsch","Hagen","103064","alt","HAALT1","WSD","3",2.8,"?",2.45,NA
"1094",525,"Westfälisch","südliches Niederdeutsch","Hagen","103064","mittel","HA4","WSD","3",1.06,"?",0.75,NA
"1095",526,"Westfälisch","südliches Niederdeutsch","Hagen","103064","jung","HAJUNG1","WSD","3",1.1,"?",0.52,NA
"1096",527,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","alt","GTALT2","WSD","3",2.83,"?",2.68,NA
"1097",528,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","mittel","GT3","WSD","3",0.73,"?",0.46,NA
"1098",529,"Westfälisch","südliches Niederdeutsch","Gütersloh","101621","jung","GTJUNG2","WSD","3",1,"?",0.34,NA
"1099",530,"Westfälisch","südliches Niederdeutsch","Horn-Bad Meinberg","102973","alt","LIPALT1","WSD","3",2.96,"MB",2.6,NA
"1101",531,"Westfälisch","südliches Niederdeutsch","Horn-Bad Meinberg","102973","jung","LIPJUNG2","WSD","3",0.53,"?",1.07,NA
"1102",532,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","alt","OEALT2","WSD","3",3.1,"?",2.8,NA
"1103",533,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","mittel","OE7","WSD","3",2.39,"?",2.2,NA
"1104",534,"Westfälisch","südliches Niederdeutsch","Drolshagen","101533","jung","OEJUNG","WSD","3",1.05,"MA",0.42,NA
"1105",535,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","alt","HBSALT2","WSD","3",1.29,"MA",0.81,"MG"
"1106",536,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","mittel","HBS9","WSD","3",0.98,"MA",0.53,"MG"
"1107",537,"Ostfälisch","südliches Niederdeutsch","Halberstadt","125017","jung","HBSJUNG2","WSD","3",1.37,"PL",1.1,"MG"
"1111",538,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","mittel","NOM3","WSD","3",1.71,"MA",1.11,"CK"
"1112",539,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","alt","NOMALT1","WSD","3",2.66,"MA",1.92,"CK"
"1113",540,"Ostfälisch","südliches Niederdeutsch","Northeim","107905","jung","NOMJUNG","WSD","3",1.83,"MA",1.27,"CK"
"1118",541,"Ripuarisch","Westdeutsch","Bergisch-Gladbach","135950","mittel","GL3","WSD","3",1.75,"?",1.3,NA
"1123",542,"Ripuarisch","Westdeutsch","Troisdorf","134279","alt","SUALT","WSD","3",2.64,"?",2,NA
"1124",543,"Ripuarisch","Westdeutsch","Troisdorf","134279","mittel","SU1","WSD","3",2.23,"?",1.8,NA
"1126",544,"Ripuarisch-Niederfränkisch","Westdeutsch","Krefeld","135092","alt","KRALT3","WSD","3",3.11,"?",2.6,NA
"1127",545,"Ripuarisch-Niederfränkisch","Westdeutsch","Krefeld","135092","mittel","KR5","WSD","3",2.8,"?",2.5,NA
"1129",546,"Ripuarisch-Niederfränkisch","Westdeutsch","Mönchengladbach","136187","alt","MGALT","WSD","3",2.84,"?",2.7,NA
"1130",547,"Ripuarisch-Niederfränkisch","Westdeutsch","Mönchengladbach","136187","mittel","MG6","WSD","3",1.56,"?",1.2,NA
"1138",548,"Moselfränkisch","Westdeutsch","Wittlich","100001","alt","WITALT1","WSD","3",2.21,"?",1.9,NA
"1147",549,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","mittel","KL3","WSD","3",2.03,"PL",1.62,"CK"
"1148",550,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","alt","KLALT1","WSD","3",2.24,"PL",1.93,"CK"
"1149",551,"Rheinfränkisch","westliches Mitteldeutsch","Kaiserslautern","100327","jung","KLJUNG1","WSD","3",2.01,"PL",1.75,"CK"
"1153",552,"Rheinfränkisch","westliches Mitteldeutsch","Reinheim","99678","alt","DAALT2","WSD","3",2.39,"?",2.1,NA
"1155",553,"Rheinfränkisch","westliches Mitteldeutsch","Reinheim","99678","jung","DAJUNG1","WSD","3",2.02,"?",1.5,NA
"1162",554,"Rheinfränkisch-Moselfränkisch-Zentralhessisch","westliches Mitteldeutsch","Mainz","95700","mittel","MZ7","WSD","2",1.82,"?",1.62,"?"
"1163",555,"Rheinfränkisch-Moselfränkisch-Zentralhessisch","westliches Mitteldeutsch","Mainz","95700","alt","MZALT1","WSD","2",2.16,"?",1.79,"?"
"1168",556,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","alt","FALT1","WSD","3",2.23,"?",2,NA
"1169",557,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","mittel","F1","WSD","3",1.84,"?",1.8,NA
"1170",558,"Rheinfränkisch-Zentralhessisch-Moselfränkisch","westliches Mitteldeutsch","Frankfurt am Main","97616","jung","FJUNG1","WSD","3",1.5,"?",1.3,NA
"1174",559,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","mittel","HR4","WSD","3",2.29,"MA",1.9,"CK"
"1175",560,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","alt","HRALT2","WSD","3",1.93,"PL",1.7,"CK"
"1176",561,"Nordhessisch","westliches Mitteldeutsch","Homberg","96619","jung","HRJUNG1","WSD","3",1.28,"MA",0.95,"CK"
"1180",562,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","alt","FBALT2","WSD","3",2.53,"?",2.2,NA
"1181",563,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","mittel","FB1","WSD","3",2.28,"?",1.8,NA
"1182",564,"Zentralhessisch","westliches Mitteldeutsch","Bad Nauheim","99815","jung","FBJUNG1","WSD","3",1.76,"?",1.5,NA
"1183",565,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","alt","BÜDALT1","WSD","3",2.41,"?",2.2,NA
"1184",566,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","mittel","BÜD3","WSD","3",2.27,"?",2.1,NA
"1185",567,"Zentralhessisch","westliches Mitteldeutsch","Büdingen","99973","jung","BÜDJUNG1","WSD","3",2,"?",1.7,NA
"1186",568,"Zentralhessisch","westliches Mitteldeutsch","Gießen","96713","alt","GIALT1","WSD","3",2.41,"?",2,NA
"1187",569,"Zentralhessisch","westliches Mitteldeutsch","Gießen","96713","mittel","GI11","WSD","3",2.93,"?",2.2,NA
"1188",570,"Zentralhessisch","westliches Mitteldeutsch","Gießen","96713","jung","GIJUNG","WSD","3",1.97,"?",1.7,NA
"1189",571,"Zentralhessisch","westliches Mitteldeutsch","Ulrichstein","94901","alt","VBALT2","WSD","3",3.24,"?",2.9,NA
"1190",572,"Zentralhessisch","westliches Mitteldeutsch","Ulrichstein","94901","mittel","VB2","WSD","3",3.08,"?",2.6,NA
"1191",573,"Zentralhessisch","westliches Mitteldeutsch","Ulrichstein","94901","jung","VBJUNG1","WSD","3",2.93,"?",2.6,NA
"1192",574,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","alt","FDALT3","WSD","3",2.47,"MA",2.34,"CK"
"1193",575,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","mittel","FD4","WSD","3",2.37,"MA",2.3,"CK"
"1194",576,"Osthessisch","westliches Mitteldeutsch","Hofbieber","100236","jung","FDJUNG1","WSD","3",2.01,"MA",1.88,"CK"
"1201",577,"Thüringisch","östliches Mitteldeutsch","Sondershausen","141165","alt","KYFALT2","WSD","3",2.81,"?",2.5,NA
"1202",578,"Thüringisch","östliches Mitteldeutsch","Sondershausen","141165","mittel","KYF5","WSD","3",1.82,"?",1.3,NA
"1205",579,"Thüringisch-Obersächsisch","östliches Mitteldeutsch","Gera","139192","mittel","G2","WSD","3",1.77,"?",1.4,NA
"1210",580,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","alt","DDALT","WSD","3",1.28,"MB",1,NA
"1211",581,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","mittel","DD4","WSD","3",1.42,"?",1,NA
"1212",582,"Obersächsisch","östliches Mitteldeutsch","Dresden","137577","jung","DDJUNG2","WSD","3",1.62,"?",1.3,NA
"1214",583,"Obersächsisch","östliches Mitteldeutsch","Reichenbach","137668","mittel","Z9","WSD","3",2.43,"?",2.2,NA
"1219",584,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","alt","ANALT2","WSD","3",2.39,"?",1.86,"CK"
"1220",585,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","mittel","AN3","WSD","3",2.3,"?",1.84,"CK"
"1221",586,"Ostfränkisch","Ostoberdeutsch","Ansbach","92718","jung","ANJUNG","WSD","3",2.47,"?",1.85,"CK"
"1222",587,"Ostfränkisch","Ostoberdeutsch","Bamberg","85574","alt","BAALT","WSD","3",1.91,"?",1.7,NA
"1228",588,"Nordbairisch","Ostoberdeutsch","Hirschau","82073","alt","AMALT1","WSD","3",2.65,"?",2.5,NA
"1229",589,"Nordbairisch","Ostoberdeutsch","Hirschau","82073","mittel","AM3","WSD","3",2.47,"?",2.1,NA
"1231",590,"Nordbairisch","Ostoberdeutsch","Weiden","73125","alt","WENALT2","WSD","3",2.4,"?",2.4,NA
"1232",591,"Nordbairisch","Ostoberdeutsch","Weiden","73125","mittel","WEN2","WSD","3",2.58,"?",2,NA
"1234",592,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Ingolstadt","89888","alt","INALT1","WSD","3",2.59,"?",2.4,NA
"1235",593,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Ingolstadt","89888","mittel","IN6","WSD","3",2.77,"?",2.5,NA
"1236",594,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Ingolstadt","89888","jung","INJUNG1","WSD","3",2.37,"MB",2.3,NA
"1237",595,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Regensburg","77282","alt","RALT1","WSD","3",2.21,"?",2.2,NA
"1238",596,"Nordbairisch-Mittelbairisch","Ostoberdeutsch","Regensburg","77282","mittel","R3","WSD","3",2.49,"?",2.3,NA
"1240",597,"Mittelbairisch","Ostoberdeutsch","München","73556","alt","MALT1","WSD","3",2.8,"?",2.4,NA
"1241",598,"Mittelbairisch","Ostoberdeutsch","München","73556","mittel","M9","WSD","3",2.65,"?",2.4,NA
"1246",599,"Mittelbairisch","Ostoberdeutsch","Trostberg","75512","alt","TSALT1","WSD","3",2.73,"MB",2.4,NA
"1247",600,"Mittelbairisch","Ostoberdeutsch","Trostberg","75512","mittel","TS2","WSD","3",2.41,"MB",2.2,NA
"1258",601,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","alt","KFALT3","WSD","3",2.98,"?",2.7,NA
"1259",602,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","mittel","KF1","WSD","3",2.83,"?",2.6,NA
"1260",603,"Schwäbisch","Westoberdeutsch","Kaufbeuren","83571","jung","KFJUNG1","WSD","3",2.27,"?",2.2,NA
"1261",604,"Schwäbisch","Westoberdeutsch","Ulm","127525","alt","ULALT1","WSD","3",2.68,"?",2.6,NA
"1262",605,"Schwäbisch","Westoberdeutsch","Ulm","127525","mittel","UL1","WSD","3",2.59,"?",2.3,NA
"1263",606,"Schwäbisch","Westoberdeutsch","Ulm","127525","jung","ULJUNG2","WSD","3",2.42,"?",2.4,NA
"1264",607,"Schwäbisch","Westoberdeutsch","Balingen","129371","alt","BLALT1","WSD","3",2.69,"?",2.7,NA
"1265",608,"Schwäbisch","Westoberdeutsch","Balingen","129371","mittel","BL2","WSD","3",2.6,"?",2.5,NA
